-0.015	1	2.19199e-16	2.5	1
-0.005	1	2.19199108441e-16	2.5	1
0.005	1	2.19199108441e-16	2.5	1
0.015	1	1.39490341735e-15	2.5	1
0.025	1	7.7915319455e-15	2.5	1
0.035	1	4.27836805294e-14	2.5	1
0.045	1	2.22766075751e-13	2.5	1
0.055	0.999999999999	1.12158205632e-12	2.5	0.999999999999
0.065	0.999999999995	5.44962859813e-12	2.49999999998	0.999999999994
0.075	0.999999999978	2.55670851012e-11	2.49999999992	0.99999999997
0.085	0.999999999902	1.15754226799e-10	2.49999999966	0.999999999863
0.095	0.999999999573	5.05510348348e-10	2.4999999985	0.999999999402
0.105	0.999999998201	2.12822792082e-09	2.4999999937	0.999999997482
0.115	0.999999992704	8.6322115631e-09	2.49999997447	0.999999989786
0.125	0.999999971512	3.37068900588e-08	2.49999990029	0.999999960117
0.135	0.999999893004	1.26599657964e-07	2.49999962551	0.999999850205
0.145	0.999999613846	4.56903857843e-07	2.49999864846	0.999999459384
0.155	0.999998662435	1.58262864583e-06	2.49999531853	0.99999812741
0.165	0.999995559654	5.25389567272e-06	2.49998445882	0.999993783523
0.175	0.999985896422	1.6687650665e-05	2.49995063781	0.99998025507
0.185	0.999957228397	5.06087189984e-05	2.49985030244	0.999940120462
0.195	0.999876464218	0.00014617524333	2.49956764972	0.999827055615
0.205	0.999661254246	0.000400853345922	2.49881457407	0.999525797503
0.215	0.999121577044	0.00103966614613	2.49692673538	0.998770478161
0.225	0.997856072958	0.0025385714205	2.49250336287	0.99700005904
0.235	0.995102834486	0.00580427219915	2.48289633093	0.993151827452
0.245	0.989598443722	0.0123530814676	2.46375598396	0.985472191313
0.255	0.979626867019	0.0242870297266	2.42930359739	0.971605870452
0.265	0.963679780527	0.0435708113403	2.37478944201	0.949549883857
0.275	0.94192405653	0.0702968750933	2.30156174718	0.919693766946
0.285	0.91677733543	0.101824660193	2.2185530004	0.885520122745
0.295	0.891249916422	0.134559280247	2.13607946301	0.851204355374
0.305	0.867583331787	0.165593046925	2.06123445261	0.819735770613
0.315	0.847327753822	0.19270073002	1.99841299982	0.793072338809
0.325	0.831557020743	0.214170612694	1.95029216555	0.772488319885
0.335	0.820664955599	0.229183195002	1.91746462064	0.758364773258
0.345	0.81416204236	0.238214964933	1.89803051123	0.74997205647
0.355	0.810906462649	0.24280099672	1.88836389591	0.745784594261
0.365	0.809519792618	0.244601521404	1.88424247011	0.744010289702
0.375	0.80916862492	0.245240203249	1.88324664639	0.743565532114
0.385	0.809076215176	0.245300156289	1.88300714613	0.743466084677
