0.5 
-0.005 0.872593 0.133874 2.38182 0.828216
0.005 0.872593 0.133874 2.38182 0.828216
0.015 0.854588 0.159384 2.36353 0.803597
0.025 0.851902 0.164001 2.36112 0.799993
0.035 0.837246 0.184316 2.34824 0.780733
0.045 0.83282 0.190817 2.34423 0.774865
0.055 0.821454 0.206417 2.33473 0.760149
0.065 0.816649 0.213829 2.33042 0.753786
0.075 0.809078 0.225235 2.32439 0.744037
0.085 0.805396 0.232319 2.32136 0.739151
0.095 0.801715 0.239759 2.3187 0.734357
0.105 0.80037 0.244435 2.31782 0.732481
0.115 0.800094 0.247593 2.3179 0.732005
0.125 0.801298 0.248537 2.31911 0.733419
0.135 0.803351 0.24789 2.32101 0.735962
0.145 0.805846 0.246148 2.32329 0.739119
0.155 0.80813 0.244201 2.32544 0.742065
0.165 0.809703 0.242813 2.32706 0.744142
0.175 0.810324 0.242438 2.32789 0.745012
0.185 0.810136 0.243015 2.32799 0.744827
0.195 0.80956 0.244066 2.32765 0.744105
0.205 0.809052 0.244996 2.32726 0.743438
0.215 0.808885 0.245416 2.32709 0.743194
0.225 0.809056 0.245304 2.32718 0.743389
0.235 0.809364 0.244927 2.32741 0.743779
0.245 0.809583 0.244615 2.32762 0.744071
0.255 0.809608 0.24455 2.32768 0.74412
0.265 0.809496 0.244687 2.32762 0.743986
0.275 0.809378 0.244855 2.32753 0.743835
0.285 0.809342 0.244916 2.32749 0.743786
0.295 0.809384 0.244862 2.32753 0.743839
0.305 0.809437 0.244778 2.32758 0.743912
0.315 0.809449 0.244744 2.32761 0.743935
0.325 0.809425 0.244768 2.3276 0.74391
0.335 0.809402 0.244804 2.32759 0.743881
0.345 0.809404 0.244813 2.3276 0.743884
0.355 0.809424 0.244797 2.32762 0.743911
0.365 0.809437 0.244783 2.32765 0.743934
0.375 0.809434 0.244785 2.32767 0.743937
0.385 0.809422 0.244796 2.32768 0.74393
0.395 0.809413 0.2448 2.3277 0.743927
0.405 0.809411 0.244795 2.32772 0.743931
0.415 0.809408 0.244787 2.32774 0.743936
0.425 0.809405 0.244784 2.32775 0.743938
0.435 0.809399 0.244782 2.32777 0.743937
0.445 0.809393 0.244779 2.32778 0.743935
0.455 0.809386 0.244776 2.32779 0.743934
0.465 0.809376 0.244776 2.32781 0.743931
0.475 0.809361 0.244778 2.32783 0.743925
0.485 0.809341 0.244781 2.32787 0.743917
0.495 0.809319 0.244784 2.32791 0.743909
0.505 0.809294 0.244782 2.32795 0.743901
0.515 0.809289 0.244779 2.32795 0.743895
0.525 0.809405 0.244776 2.32761 0.743894
0.535 0.809996 0.244772 2.32594 0.743896
0.545 0.811955 0.24477 2.32042 0.743901
0.555 0.816988 0.244773 2.30634 0.743911
0.565 0.827642 0.244773 2.27705 0.743915
0.575 0.846851 0.244772 2.22608 0.743916
0.585 0.877008 0.244777 2.15058 0.74392
0.595 0.918884 0.244779 2.05394 0.743922
0.605 0.970984 0.244775 1.94533 0.74392
0.615 1.02967 0.244776 1.83618 0.743926
0.625 1.09002 0.244779 1.73621 0.743939
0.635 1.14705 0.244769 1.65138 0.743941
0.645 1.19689 0.244762 1.58385 0.743938
0.655 1.2374 0.244774 1.533 0.743948
0.665 1.26814 0.244792 1.49658 0.743952
0.675 1.28996 0.244788 1.47171 0.743919
0.685 1.30454 0.244772 1.4555 0.743869
0.695 1.31378 0.244782 1.44546 0.743862
0.705 1.31938 0.24482 1.43955 0.743908
0.715 1.32258 0.244826 1.4362 0.743937
0.725 1.32422 0.244759 1.43433 0.743882
0.735 1.325 0.244679 1.43333 0.743798
0.745 1.32546 0.244706 1.43289 0.743824
0.755 1.32588 0.244862 1.43281 0.743995
0.765 1.32616 0.244981 1.43281 0.744135
0.775 1.32604 0.24486 1.43266 0.744006
0.785 1.32558 0.244521 1.43235 0.743626
0.795 1.32527 0.244304 1.43217 0.743385
0.805 1.32569 0.244587 1.43243 0.743722
0.815 1.32677 0.245312 1.43307 0.744577
0.825 1.32757 0.245823 1.4335 0.745181
0.835 1.32684 0.245329 1.43304 0.744592
0.845 1.32443 0.243765 1.43166 0.742714
0.855 1.32205 0.242299 1.43042 0.740909
0.865 1.32246 0.242741 1.43087 0.741324
0.875 1.32712 0.245936 1.43372 0.745036
0.885 1.33385 0.250242 1.43747 0.750238
0.895 1.3366 0.25165 1.43858 0.752195
0.905 1.32938 0.246435 1.43385 0.746307
0.915 1.31275 0.235282 1.42412 0.733274
0.925 1.29728 0.225465 1.4159 0.72154
0.935 1.29845 0.227526 1.41811 0.723095
0.945 1.32662 0.24762 1.43599 0.745734
0.955 1.37484 0.278807 1.46379 0.783615
0.965 1.41049 0.298598 1.48097 0.810403
0.975 1.37451 0.273153 1.45671 0.780395
0.985 1.27501 0.203376 1.39467 0.700739
0.995 1.11401 0.0914858 1.30896 0.581411
1.005 1.11401 0.0914858 1.30896 0.581411
